epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,6835.04,1.74569,2.54637,1.52802,0.33862,0.46794,0.30317,0.15903,1.8049,8.67753,1.68377,0.000868,0.000868,0.000868
18,7270.78,1.78103,2.56617,1.59726,0.4159,0.39624,0.29099,0.15535,1.7622,4.9262,1.68741,0.00085975,0.00085975,0.00085975
19,7675.78,1.67385,2.61814,1.52357,0.24423,0.37931,0.26017,0.14055,1.74709,11.1486,1.70694,0.0008515,0.0008515,0.0008515
20,8050.53,1.68834,2.51123,1.54225,0.41283,0.43949,0.34966,0.1756,1.73258,3.39942,1.65452,0.00084325,0.00084325,0.00084325
21,8426.49,1.7743,2.52851,1.58792,0.3064,0.3416,0.2135,0.10788,1.72624,11.3176,1.74281,0.000835,0.000835,0.000835
22,8805.25,1.6798,2.43092,1.52592,0.24856,0.53205,0.21469,0.12236,1.68163,12.6919,1.63989,0.00082675,0.00082675,0.00082675
23,9183.24,1.70742,2.43619,1.53911,0.35868,0.49002,0.29163,0.16044,1.71711,7.50901,1.63798,0.0008185,0.0008185,0.0008185
24,9578.59,1.69396,2.37662,1.50047,0.26936,0.47587,0.25221,0.14007,1.68288,9.23533,1.66081,0.00081025,0.00081025,0.00081025
25,9945.51,1.65723,2.4245,1.49192,0.27409,0.45244,0.23146,0.12283,1.72429,13.3306,1.70195,0.000802,0.000802,0.000802
26,10337.5,1.69536,2.42654,1.49564,0.37326,0.41867,0.31707,0.18906,1.76778,10.7017,1.72367,0.00079375,0.00079375,0.00079375
27,10715.4,1.68267,2.39288,1.52454,0.28677,0.41499,0.26619,0.154,1.71466,6.93837,1.64157,0.0007855,0.0007855,0.0007855
28,11083.2,1.64538,2.3782,1.48901,0.25026,0.41379,0.22368,0.12526,1.6954,3.95267,1.65511,0.00077725,0.00077725,0.00077725
29,11477.6,1.60964,2.34731,1.45279,0.47937,0.37827,0.32115,0.18519,1.71904,9.562,1.67659,0.000769,0.000769,0.000769
30,11851,1.5881,2.3038,1.49014,0.17739,0.50305,0.18979,0.10632,1.71886,9.64555,1.70035,0.00076075,0.00076075,0.00076075
31,12242.2,1.63838,2.30766,1.47715,0.22193,0.53077,0.18865,0.09059,1.70122,15.6286,1.66071,0.0007525,0.0007525,0.0007525
32,12617,1.57251,2.23137,1.45002,0.45335,0.4481,0.32106,0.18785,1.70917,7.4225,1.65637,0.00074425,0.00074425,0.00074425
33,12983.1,1.62837,2.29549,1.48894,0.54545,0.22897,0.2615,0.14048,1.73044,13.9936,1.69908,0.000736,0.000736,0.000736
34,13348.4,1.62912,2.20871,1.48444,0.2587,0.51046,0.25999,0.13886,1.62822,5.65052,1.62201,0.00072775,0.00072775,0.00072775
35,13736.7,1.55847,2.22303,1.42554,0.41813,0.3407,0.33391,0.19693,1.64489,7.34587,1.62843,0.0007195,0.0007195,0.0007195
36,14112.2,1.57578,2.24183,1.42281,0.23166,0.42357,0.24995,0.13367,1.6822,5.88357,1.64259,0.00071125,0.00071125,0.00071125
37,14486.5,1.5805,2.1594,1.4462,0.25861,0.48422,0.2591,0.14184,1.61471,7.47336,1.58342,0.000703,0.000703,0.000703
38,14863.6,1.57314,2.25778,1.43869,0.22861,0.53928,0.19286,0.10147,1.69304,10.6016,1.68117,0.00069475,0.00069475,0.00069475
39,15223.8,1.53165,2.15292,1.42698,0.37894,0.49531,0.31791,0.18992,1.61184,6.40465,1.58469,0.0006865,0.0006865,0.0006865
40,15594.8,1.50813,2.18188,1.41541,0.23984,0.56457,0.29922,0.16277,1.62166,6.20234,1.59252,0.00067825,0.00067825,0.00067825
41,15969.4,1.54516,2.18361,1.38668,0.4885,0.34994,0.32318,0.18106,1.56188,5.75453,1.54821,0.00067,0.00067,0.00067
42,16344.6,1.58285,2.12971,1.46433,0.26924,0.50899,0.31742,0.1633,1.64438,4.96836,1.62984,0.00066175,0.00066175,0.00066175
43,16726.3,1.52866,2.09115,1.39401,0.45951,0.50087,0.36516,0.21268,1.63006,5.7564,1.59995,0.0006535,0.0006535,0.0006535
44,17092.9,1.55922,2.04594,1.46264,0.27145,0.5569,0.3038,0.17044,1.56766,5.26247,1.57825,0.00064525,0.00064525,0.00064525
45,17455.7,1.51822,1.98603,1.39569,0.37106,0.55283,0.39163,0.22584,1.60484,3.81712,1.58711,0.000637,0.000637,0.000637
46,17827,1.53793,2.04431,1.40689,0.29429,0.59082,0.33816,0.19958,1.57562,6.5497,1.55857,0.00062875,0.00062875,0.00062875
47,18188.9,1.57326,2.02303,1.42397,0.27925,0.56719,0.2918,0.17045,1.60847,5.85526,1.58929,0.0006205,0.0006205,0.0006205
48,18557.8,1.51341,1.98364,1.41724,0.36369,0.54038,0.33991,0.19285,1.59129,8.54079,1.55055,0.00061225,0.00061225,0.00061225
49,18937.7,1.51661,2.07208,1.40804,0.21886,0.54678,0.23088,0.12547,1.56421,9.69718,1.52258,0.000604,0.000604,0.000604
50,19304.4,1.48364,2.01985,1.4009,0.2221,0.59127,0.25368,0.13807,1.5626,10.7181,1.55498,0.00059575,0.00059575,0.00059575
51,19681.7,1.46427,2.00675,1.39282,0.27263,0.49358,0.2616,0.14374,1.62086,5.89315,1.61662,0.0005875,0.0005875,0.0005875
52,20062.8,1.49922,2.05754,1.41021,0.45716,0.46919,0.36873,0.20603,1.5525,6.62394,1.55897,0.00057925,0.00057925,0.00057925
53,20436.5,1.47555,2.05384,1.36581,0.45294,0.43435,0.37106,0.20856,1.56367,7.08668,1.55618,0.000571,0.000571,0.000571
54,20800.5,1.45432,1.93176,1.34718,0.2416,0.53499,0.26331,0.1425,1.55187,8.83709,1.56253,0.00056275,0.00056275,0.00056275
55,21167.8,1.44514,1.93244,1.31783,0.40082,0.48142,0.40145,0.23562,1.58206,5.68871,1.56918,0.0005545,0.0005545,0.0005545
56,21550.1,1.41539,1.9358,1.38245,0.29206,0.54731,0.3376,0.18338,1.51758,6.86981,1.52533,0.00054625,0.00054625,0.00054625
57,21915,1.41405,1.91713,1.34808,0.30126,0.46627,0.37451,0.209,1.56184,5.63493,1.55445,0.000538,0.000538,0.000538
58,22291.3,1.43712,1.84071,1.3169,0.36561,0.57322,0.38572,0.21979,1.54917,4.67052,1.55752,0.00052975,0.00052975,0.00052975
59,22654.6,1.41939,1.94343,1.36505,0.33792,0.49152,0.30622,0.17538,1.60441,8.21034,1.59025,0.0005215,0.0005215,0.0005215
60,23034.1,1.43862,1.92875,1.36805,0.45128,0.36348,0.33915,0.18585,1.53349,5.06974,1.54197,0.00051325,0.00051325,0.00051325
61,23422.8,1.42287,1.90113,1.35167,0.34306,0.56574,0.34064,0.19128,1.59143,5.94964,1.53066,0.000505,0.000505,0.000505
62,23786.4,1.43162,1.82873,1.33729,0.40662,0.49077,0.35391,0.19938,1.53764,6.64107,1.53011,0.00049675,0.00049675,0.00049675
63,24151.7,1.43525,1.85326,1.34559,0.38465,0.47863,0.31231,0.16933,1.5759,8.6036,1.55696,0.0004885,0.0004885,0.0004885
64,24526.7,1.35699,1.83927,1.31848,0.41286,0.50577,0.3525,0.19121,1.57048,5.77178,1.57892,0.00048025,0.00048025,0.00048025
65,24895.2,1.4043,1.79875,1.3554,0.21929,0.59877,0.23703,0.1289,1.53189,10.4291,1.56951,0.000472,0.000472,0.000472
66,25280.8,1.44239,1.81045,1.33564,0.37881,0.49734,0.35157,0.1985,1.52069,7.40084,1.55242,0.00046375,0.00046375,0.00046375
67,25670.8,1.41513,1.78976,1.34127,0.32378,0.57844,0.31973,0.18485,1.50841,6.2428,1.53089,0.0004555,0.0004555,0.0004555
68,26052.7,1.43677,1.84523,1.35099,0.40044,0.4386,0.31564,0.18512,1.4768,5.23478,1.52495,0.00044725,0.00044725,0.00044725
69,26415.5,1.34323,1.81929,1.30822,0.33826,0.46172,0.30441,0.16263,1.56661,5.98688,1.57521,0.000439,0.000439,0.000439
70,26790.1,1.32978,1.6952,1.30888,0.38307,0.51868,0.34113,0.18808,1.5515,6.64424,1.58214,0.00043075,0.00043075,0.00043075
71,27172.9,1.43057,1.86144,1.31848,0.22462,0.51309,0.34534,0.18365,1.54419,6.95852,1.56425,0.0004225,0.0004225,0.0004225
72,27565.5,1.39625,1.71453,1.33476,0.26657,0.58194,0.29413,0.1583,1.51044,5.49005,1.55564,0.00041425,0.00041425,0.00041425
73,27951.4,1.34204,1.81994,1.32058,0.27683,0.58126,0.29774,0.16587,1.53244,5.67362,1.54082,0.000406,0.000406,0.000406
74,28353.5,1.36648,1.7574,1.32491,0.46525,0.44852,0.34041,0.19546,1.53237,6.06991,1.54339,0.00039775,0.00039775,0.00039775
75,28738.5,1.30118,1.60499,1.25832,0.30449,0.59289,0.31717,0.18804,1.47908,6.23997,1.53238,0.0003895,0.0003895,0.0003895
76,29132.8,1.35339,1.72373,1.28194,0.36591,0.54289,0.35378,0.19777,1.51441,4.57769,1.53292,0.00038125,0.00038125,0.00038125
77,29504,1.35322,1.72983,1.31841,0.17874,0.51126,0.2534,0.14505,1.46119,9.18051,1.51147,0.000373,0.000373,0.000373
78,29867.3,1.325,1.7765,1.28758,0.37741,0.48408,0.36623,0.20771,1.49058,4.31981,1.54576,0.00036475,0.00036475,0.00036475
79,30239.6,1.31009,1.67159,1.3014,0.28534,0.61748,0.30771,0.16903,1.43226,6.95639,1.50146,0.0003565,0.0003565,0.0003565
80,30618.8,1.32634,1.7085,1.27504,0.225,0.56976,0.24341,0.14231,1.46862,8.82226,1.49802,0.00034825,0.00034825,0.00034825
81,30992.4,1.35188,1.66214,1.30354,0.26248,0.57554,0.2672,0.15205,1.48632,6.61104,1.51523,0.00034,0.00034,0.00034
82,31366.8,1.3646,1.64636,1.32024,0.35413,0.57996,0.38715,0.23464,1.46359,4.59597,1.49732,0.00033175,0.00033175,0.00033175
83,31756.3,1.34905,1.66886,1.29192,0.33426,0.52702,0.35241,0.20804,1.51697,5.99375,1.52923,0.0003235,0.0003235,0.0003235
84,32128.5,1.28912,1.62872,1.25891,0.4161,0.48978,0.39534,0.23651,1.47199,4.3138,1.51918,0.00031525,0.00031525,0.00031525
85,32494.1,1.31039,1.66725,1.28995,0.36121,0.58643,0.37759,0.22753,1.47019,5.9354,1.53688,0.000307,0.000307,0.000307
86,32868.6,1.30866,1.63657,1.28961,0.47557,0.5369,0.43533,0.26249,1.44686,4.50856,1.49818,0.00029875,0.00029875,0.00029875
87,33247.3,1.33542,1.77999,1.26891,0.27354,0.59835,0.37199,0.22557,1.43945,12.2694,1.49326,0.0002905,0.0002905,0.0002905
88,33623.6,1.31432,1.70007,1.27218,0.3482,0.47908,0.39542,0.23871,1.44518,5.73753,1.52614,0.00028225,0.00028225,0.00028225
89,34013.1,1.28611,1.59452,1.25184,0.42526,0.56961,0.45599,0.27296,1.45362,4.32488,1.50506,0.000274,0.000274,0.000274
90,34384,1.25465,1.6434,1.24487,0.41207,0.48451,0.41595,0.24534,1.46363,5.75894,1.50718,0.00026575,0.00026575,0.00026575
91,34753.1,1.28642,1.59218,1.2678,0.31439,0.57846,0.32281,0.19295,1.48011,6.89423,1.5366,0.0002575,0.0002575,0.0002575
92,35129.2,1.2578,1.56263,1.23141,0.36162,0.55818,0.38771,0.24187,1.42344,5.26579,1.48312,0.00024925,0.00024925,0.00024925
93,35501.8,1.30161,1.5731,1.2772,0.38672,0.56938,0.41411,0.25723,1.41519,3.96108,1.49403,0.000241,0.000241,0.000241
94,35873.6,1.2717,1.49237,1.23811,0.40264,0.58386,0.40013,0.24828,1.43222,5.32196,1.50206,0.00023275,0.00023275,0.00023275
95,36234.7,1.20722,1.47079,1.20308,0.39727,0.57957,0.41056,0.24097,1.44386,5.25816,1.49951,0.0002245,0.0002245,0.0002245
96,36611.7,1.27664,1.57129,1.2777,0.37898,0.57864,0.40848,0.24849,1.44658,4.5487,1.52373,0.00021625,0.00021625,0.00021625
97,36996.2,1.25338,1.54056,1.25974,0.36871,0.56972,0.40434,0.24775,1.40954,5.0971,1.48503,0.000208,0.000208,0.000208
98,37354.4,1.20484,1.5066,1.19816,0.46441,0.5376,0.44056,0.27158,1.4301,3.86045,1.50719,0.00019975,0.00019975,0.00019975
99,37714.2,1.21525,1.52009,1.21611,0.45885,0.57386,0.45814,0.28374,1.44431,3.79664,1.51619,0.0001915,0.0001915,0.0001915
100,38080.4,1.30383,1.45229,1.26785,0.40948,0.55984,0.41273,0.24353,1.44176,5.53359,1.49261,0.00018325,0.00018325,0.00018325
101,38462.1,1.24972,1.49459,1.24236,0.40169,0.5469,0.4044,0.23864,1.4513,4.84191,1.49911,0.000175,0.000175,0.000175
102,38822.5,1.28447,1.52585,1.25542,0.3883,0.61236,0.42677,0.2572,1.44689,4.53298,1.52364,0.00016675,0.00016675,0.00016675
103,39188.3,1.26014,1.50463,1.23805,0.45841,0.57317,0.44813,0.26674,1.45698,3.79232,1.50808,0.0001585,0.0001585,0.0001585
104,39549,1.24083,1.44826,1.20044,0.43002,0.60703,0.43387,0.25855,1.44786,4.2484,1.49932,0.00015025,0.00015025,0.00015025
105,39921,1.24605,1.45729,1.23861,0.43029,0.61361,0.44842,0.2672,1.44579,3.82638,1.5157,0.000142,0.000142,0.000142
106,40296.7,1.28745,1.46045,1.23874,0.45195,0.59977,0.46143,0.27603,1.43747,4.3601,1.51838,0.00013375,0.00013375,0.00013375
107,40670.9,1.23758,1.42075,1.22389,0.4828,0.6106,0.47208,0.28967,1.43964,3.474,1.50137,0.0001255,0.0001255,0.0001255
108,41036.9,1.23241,1.40781,1.21511,0.41228,0.60233,0.43013,0.26346,1.44207,4.34298,1.51352,0.00011725,0.00011725,0.00011725
109,41408.1,1.20328,1.45744,1.21626,0.39239,0.62545,0.42255,0.25257,1.42276,4.42675,1.49798,0.000109,0.000109,0.000109
110,41774.2,1.19619,1.38618,1.19838,0.38457,0.61985,0.41706,0.2427,1.42303,4.77178,1.49451,0.00010075,0.00010075,0.00010075
111,42143,1.13729,1.14438,1.14014,0.44681,0.51513,0.4624,0.28541,1.41242,3.83636,1.49332,9.25e-05,9.25e-05,9.25e-05
112,42509.8,1.10918,1.08322,1.13476,0.45047,0.50026,0.4355,0.27029,1.42015,4.48708,1.49215,8.425e-05,8.425e-05,8.425e-05
113,42898.2,1.09666,1.06731,1.12992,0.41698,0.52265,0.43228,0.26904,1.41595,4.03334,1.50114,7.6e-05,7.6e-05,7.6e-05
114,43285.2,1.09569,1.04853,1.11982,0.40939,0.49523,0.41872,0.26104,1.41951,4.3196,1.51389,6.775e-05,6.775e-05,6.775e-05
115,43652.1,1.07039,1.00422,1.10932,0.39321,0.51482,0.43514,0.2684,1.39928,4.37518,1.49475,5.95e-05,5.95e-05,5.95e-05
116,44028,1.09507,1.02067,1.12805,0.39401,0.50625,0.42897,0.26116,1.40436,4.63313,1.50241,5.125e-05,5.125e-05,5.125e-05
117,44382.7,1.07834,0.99835,1.10555,0.40832,0.50929,0.42809,0.26706,1.40453,5.07311,1.49271,4.3e-05,4.3e-05,4.3e-05
118,44752.3,1.06061,0.9982,1.12551,0.40857,0.50501,0.42647,0.25705,1.4147,4.71542,1.5025,3.475e-05,3.475e-05,3.475e-05
119,45122.9,1.05478,0.98276,1.09958,0.38964,0.51408,0.42537,0.2578,1.4115,4.85699,1.51186,2.65e-05,2.65e-05,2.65e-05
120,45492.7,1.06503,0.99383,1.109,0.38594,0.49357,0.39607,0.23729,1.41803,5.26098,1.50674,1.825e-05,1.825e-05,1.825e-05
